run_accession	sample_title
ERR1726697	TARA_20100511T0723Z_051_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000184
ERR1726698	TARA_20110415T2330Z_100_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001622
ERR1726702	TARA_20111023T2041Z_135_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002185
ERR1726705	TARA_20110421T2303Z_102_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001662
ERR1726706	TARA_20101202T1522Z_081_EVENT_NET_N1+N2_D_(35 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001426
ERR1726707	TARA_20120320T0851Z_152_Combined-EVENTS_CAST_MB_X_(25 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002803
ERR1726708	TARA_20110531T1425Z_111_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(1L)_W5-20_TARA_N000001818
ERR1726713	TARA_20110503T1518Z_106_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001694
ERR1726718	TARA_20091116T0937Z_022_EVENT_NET_N_D_(200 m)_PROT_NUC-DNA_N180-2000_TARA_A100000700
ERR1726730	TARA_20111215T1416Z_139_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000003035
ERR1726731	TARA_20101016T1118Z_076_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000871
ERR1726736	TARA_20100315T1002Z_038_EVENT_NET_N1+N2_D_(25 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000000041
ERR1726739	TARA_20110521T1607Z_110_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001762
ERR1726740	TARA_20110503T1706Z_106_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001702
ERR1726744	TARA_20120309T1111Z_151_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000002749
ERR1726745	TARA_20110808T2016Z_125_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002025
ERR1726749	TARA_20110226T1201Z_092_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001309
ERR1726752	TARA_20100109T0925Z_031_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_A100001431
ERR1726753	TARA_20091102T1430Z_018_EVENT_NET_N1+N2_D_(80 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_A100000600
ERR1726754	TARA_20100330T0917Z_041_EVENT_NET_N1+N2_D_(70 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000075
ERR1726755	TARA_20110415T1327Z_100_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001616
ERR1726757	TARA_20120215T1608Z_146_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000003246
ERR1726759	TARA_20091121T1319Z_024_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_A100000357
ERR1726763	TARA_20110804T2127Z_124_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002043
ERR1726766	TARA_20110512T1755Z_109_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001742
ERR1726768	TARA_20120109T1613Z_142_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000003087
ERR1726769	TARA_20111005T0335Z_132_EVENT_NET_N1+N2_D_(115 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002406
ERR1726773	TARA_20110521T2100Z_110_EVENT_PUMP_P_D_(50 m)_PROT_NUC-DNA(1L)_W5-20_TARA_N000001756
ERR1726774	TARA_20110127T0934Z_089_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001223
ERR1726775	TARA_20110521T1607Z_110_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001762
ERR1726779	TARA_20110321T1808Z_095_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001265
ERR1726787	TARA_20091123T1102Z_025_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_A100000402
ERR1726790	TARA_20110226T1230Z_092_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001305
ERR1726791	TARA_20091004T1530Z_011_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_X000001338
ERR1726793	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR1726798	TARA_20100629T1235Z_058_EVENT_NET_N1+N2_D_(70 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000433
ERR1726802	TARA_20091116T1953Z_022_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_A100000536
ERR1726803	TARA_20120324T1852Z_153_EVENT_NET_N1+N2_X_(100 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000002811
ERR1726804	TARA_20100330T0936Z_041_EVENT_NET_N1+N2_D_(70 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000078
ERR1726805	TARA_20110910T1757Z_129_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(1L)_W5-20_TARA_N000002314
ERR1726806	TARA_20110324T2322Z_096_EVENT_NET_N1+N2_D_(155 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001242
ERR1726808	TARA_20100517T0648Z_052_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000589
ERR1726812	TARA_20110109T1853Z_086_EVENT_NET_N1+N2_D_(35 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001083
ERR1726815	TARA_20110324T1912Z_096_Combined-EVENTS_CAST_MB_D_(155 m)_PROT_NUC-DNA(1L)_W5-20_TARA_N000001239
ERR1726816	TARA_20111004T1746Z_132_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002420
ERR1726819	TARA_20101129T1204Z_080_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001503
ERR1726821	TARA_20120324T0813Z_153_EVENT_PUMP_P_X_(25 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000002825
ERR1726823	TARA_20110930T0056Z_131_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000002364
ERR1726826	TARA_20110728T2028Z_122_EVENT_NET_N1+N2_D_(115 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001954
ERR1726827	TARA_20090915T1500Z_004_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_X000000357
ERR1726831	TARA_20120218T1910Z_147_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002109
ERR1726835	TARA_20120129T2001Z_144_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000003175
ERR1726838	TARA_20100111T0721Z_032_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100001143
ERR1726839	TARA_20090928T1522Z_009_EVENT_NET_N1+N2_D_(60 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_X000001010
ERR1726845	TARA_20110930T1738Z_131_Combined-EVENTS_CAST_MB_D_(110 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000002350
ERR1726847	TARA_20120309T1242Z_151_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000002745
ERR1726850	TARA_20110226T1408Z_092_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001303
ERR1726852	TARA_20120305T1647Z_150_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002717
ERR1726855	TARA_20091123T1308Z_025_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-RNA(1L)_N20-180_TARA_E500000196
ERR1726856	TARA_20110512T2215Z_109_EVENT_PUMP_P_D_(30 m)_PROT_NUC-DNA(1L)_W5-20_TARA_N000001736
ERR1726859	TARA_20120305T1033Z_150_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002703
ERR1726861	TARA_20120319T0958Z_152_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000002785
ERR1726863	TARA_20120224T1140Z_148_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002111
ERR1726866	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR1726868	TARA_20100315T1020Z_038_EVENT_NET_N1+N2_D_(25 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000000042
ERR1726869	TARA_20111024T1707Z_135_Combined-EVENTS_CAST_MB_M_(650 m)_PROT_NUC-DNA(100L)_W3->_TARA_N000002171
ERR1726870	TARA_20091020T1728Z_014_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100000005
ERR1726871	TARA_20110512T1631Z_109_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001734
ERR1726873	TARA_20111130T1915Z_136_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002965
ERR1726875	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR1726876	TARA_20110312T1722Z_093_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001288
ERR1726880	TARA_20110328T2133Z_097_EVENT_NET_N1+N2_D_(175 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001540
ERR1726896	TARA_20110403T1344Z_098_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001578
ERR1726901	TARA_20110109T1326Z_086_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001077
ERR1726902	TARA_20100113T0720Z_033_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100001245
ERR1726905	TARA_20100111T1415Z_032_EVENT_NET_N1+N2_D_(80 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_A100001148
ERR1726907	TARA_20110521T1227Z_110_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001746
ERR1726912	TARA_20110808T2343Z_125_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002021
ERR1726913	TARA_20110731T1720Z_123_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001972
ERR1726915	TARA_20100318T0940Z_039_EVENT_NET_N1+N2_D_(25 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000012
ERR1726916	TARA_20110531T1708Z_111_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001826
ERR1726919	TARA_20120324T1550Z_153_Combined-EVENTS_CAST_MB_X_(100 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000002823
ERR1726920	TARA_20100312T1120Z_036_EVENT_NET_N1+N2_D_(20 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000314
ERR1726921	TARA_20100511T0342Z_051_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W5-20_TARA_N000000203
ERR1726923	TARA_20111023T1615Z_135_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002175
ERR1726926	TARA_20100113T1010Z_033_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_A100001246
ERR1726928	TARA_20101216T1308Z_083_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001380
ERR1726929	TARA_20091116T0816Z_022_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000539
ERR1726930	TARA_20111024T0015Z_135_EVENT_NET_N1+N2_D_(30 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002199
ERR1726931	TARA_20110630T0631Z_116_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001911
ERR1726932	TARA_20110726T2330Z_122_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001941
ERR1726935	TARA_20110910T2035Z_129_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002322
ERR1726938	TARA_20110727T0127Z_122_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001943
ERR1726942	TARA_20100109T0737Z_031_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100001432
ERR1726945	TARA_20110513T2014Z_109_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001796
ERR1726951	TARA_20100312T0606Z_036_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000311
ERR1726959	TARA_20110728T2305Z_122_EVENT_NET_N1_D_(115 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001950
ERR1726961	TARA_20110731T1916Z_123_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001994
ERR1726962	TARA_20110905T0229Z_128_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002303
ERR1726963	TARA_20110321T1301Z_095_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001264
ERR1726964	TARA_20110513T2014Z_109_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001796
ERR1726965	TARA_20091102T1415Z_018_EVENT_NET_N1+N2_D_(80 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100000589
ERR1726967	TARA_20111210T1625Z_138_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000003005
ERR1726969	TARA_20100921T1202Z_070_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000682
ERR1726976	TARA_20091123T0914Z_025_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100000400
ERR1726978	TARA_20100517T0410Z_052_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000581
ERR1726979	TARA_20100318T0505Z_039_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000011
ERR1740324	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_MB_D_(120 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000618
ERR1740326	TARA_20101016T0955Z_076_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000852
ERR1740327	TARA_20110106T1857Z_085_EVENT_NET_N1_D_(90 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000001034
ERR315674	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315675	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315677	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315678	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315682	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315683	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315688	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315689	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315690	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315693	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315798	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315804	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315808	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315809	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315813	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315814	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315822	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315824	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315827	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR318583	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318589	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318590	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318593	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318596	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318598	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318599	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318601	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318603	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318609	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318611	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318615	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318617	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR4691705	TARA_20100423T1235Z_049_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000121
ERR4691707	TARA_20100509T1310Z_050_Combined-EVENTS_CAST_MB_D_(120 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000152
ERR4691711	TARA_20110728T1718Z_122_Combined-EVENTS_CAST_MB_D_(115 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001946
ERR4691713	TARA_20110503T2052Z_106_EVENT_PUMP_P_D_(40 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001688
ERR4691716	TARA_20110626T2244Z_114_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001906
ERR4691719	TARA_20110804T1833Z_124_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W3-20_TARA_N000002219
ERR4691723	TARA_20090921T1200Z_006_EVENT_PUMP_P_S_(8 m)_PROT_NUC-DNA(1L)_W5-20_TARA_X000000610
ERR4691728	TARA_20090927T1822Z_008_EVENT_NET_N1+N2_D_(41 m)_PROT_NUC-RNA(1L)_N20-180_TARA_X000000925
ERR4691732	TARA_20090927T1803Z_008_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_X000000921
ERR4691734	TARA_20090930T1539Z_010_EVENT_PUMP_P_D_(70 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_X000001235
ERR4691736	TARA_20090930T1441Z_010_EVENT_NET_N1+N2_D_(110 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_X000001180
ERR4691737	TARA_20090930T0902Z_010_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_X000001132
ERR4691738	TARA_20090930T1307Z_010_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_X000001168
ERR4691739	TARA_20090930T1432Z_010_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_X000001176
ERR4691741	TARA_20091028T1300Z_017_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100000130
ERR4691742	TARA_20110312T1937Z_093_Combined-EVENTS_CAST_MB_D_(35 m)_PROT_NUC-DNA(1L)_N20-200_TARA_N000001119
ERR4691745	TARA_20091111T1624Z_019_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000825
ERR4691746	TARA_20091111T1950Z_019_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100000817
ERR4691751	TARA_20100525T0527Z_053_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000366
ERR4691760	TARA_20100703T0802Z_062_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000491
ERR4691766	TARA_20100928T0814Z_071_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000640
ERR4691767	TARA_20100928T1214Z_071_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000642
ERR4691773	TARA_20110117T1712Z_087_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001173
ERR4691775	TARA_20110117T1715Z_087_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001175
ERR4691776	TARA_20110117T1712Z_087_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001177
ERR4691777	TARA_20110117T1712Z_087_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001183
ERR4691778	TARA_20110117T1712Z_087_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W20-200_TARA_N000001179
ERR4691779	TARA_20110109T1925Z_086_EVENT_PUMP_P_D_(35 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001067
ERR4691782	TARA_20110122T0838Z_088_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001199
ERR4691790	TARA_20110318T2019Z_094_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001273
ERR4691793	TARA_20110706T1753Z_120_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001930
ERR4691794	TARA_20110706T1839Z_120_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001931
ERR4691795	TARA_20110831T1800Z_127_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002235
ERR4691798	TARA_20110831T2331Z_127_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002243
ERR4691801	TARA_20110901T1743Z_127_Combined-EVENTS_CAST_MB_D_(100 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002237
ERR4691807	TARA_20110910T1757Z_129_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002306
ERR4691808	TARA_20110409T1356Z_099_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001597
ERR4691813	TARA_20111019T0227Z_133_EVENT_NET_N1_D_(45 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002454
ERR4691814	TARA_20111018T2303Z_133_EVENT_NET_N1+N2_D_(45 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002450
ERR4691821	TARA_20111018T1535Z_133_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002456
ERR4691825	TARA_20110706T0405Z_119_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001924
ERR4691827	TARA_20110709T1928Z_121_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001935
ERR4691830	TARA_20110828T2349Z_126_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002225
ERR4691834	TARA_20111022T1452Z_134_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002189
ERR4691837	TARA_20111211T1332Z_138_Combined-EVENTS_CAST_MB_D_(60 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000003009
ERR4691843	TARA_20111221T1726Z_140_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000003059
ERR4691844	TARA_20111221T1853Z_140_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000003061
ERR4691852	TARA_20100526T1015Z_054_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(1L)_W5-20_TARA_N000000562
ERR4691853	TARA_20120301T1048Z_149_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002133
ERR4691854	TARA_20120305T1734Z_150_EVENT_PUMP_P_D_(40 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002143
ERR4691856	TARA_20110221T2023Z_090_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001347
ERR4691859	TARA_20110221T2310Z_090_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001351
ERR4691863	TARA_20110706T1844Z_120_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001929
ERR4691866	TARA_20100914T1330Z_068_EVENT_PUMP_P_D_(50 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000000729
ERR588857	TARA_20110804T1833Z_124_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.22-3_TARA_N000002223
ERR599209	TARA_20101206T1858Z_082_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(1L)_W20-200_TARA_N000001396
ERR599211	TARA_20101006T0759Z_072_Combined-EVENTS_CAST_MB_M_(800 m)_PROT_NUC-RNA(100L)_W3->_TARA_N000000848
ERR599213	TARA_20101006T0759Z_072_Combined-EVENTS_CAST_MB_M_(800 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000000847
ERR599215	TARA_20100517T1142Z_052_EVENT_PUMP_P_D_(75 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000596
ERR599218	TARA_20100712T0559Z_065_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000963
ERR599221	TARA_20101206T1858Z_082_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001392
